sma,intens,int_err,pix_var,rms,ell,ell_err,pa,pa_err,x0,x0_err,y0,y0_err,grad,grad_err,grad_r_err,rsma,mag,mag_lerr,mag_uerr,tflux_e,tflux_c,tmag_e,tmag_c,npix_e,npix_c,a3,a3_err,b3,b3_err,a4,a4_err,b4,b4_err,ndata,nflag,niter,stop,a_big,sarea,A1,A1_err,B1,B1_err,A2,A2_err,B2,B2_err,A3,A3_err,B3,B3_err,A4,A4_err,B4,B4_err,pa_norm,sbp_ori,sbp_sub,sbp,intens_sub,intens_bkg,sbp_err,sbp_low,sbp_upp,sma_asec,rsma_asec,growth_ori,growth_sub,avg_x0,avg_y0,avg_q,avg_pa,avg_bkg,intens_cor,sbp_cor,growth_cor,rad_outer,mag_tot,mag_tot_ori,mag_tot_sub,eqr,eqr_asec,reqr_asec,intens_2,mag_2,tflux_e_2,tmag_e_2,mag_lerr_2,mag_uerr_2
0.0,53.81445,,,,,,,,501.0,,501.0,,,,,0.0,38.93575,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,16.00756618243875,16.00767250580686,16.00767250580686,53.80918034664989,0.0052696533501148226,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.80918034664989,16.00767250580686,0.0,422.9556103455796,10.76225760215138,10.728872408765422,10.76225760215138,,,,53.81395,17.305762822790122,,,,
10.0,7.842559,0.05991804,0.580927,0.4107774,0.02,,3.179999,,501.0,,501.0,,-0.7407942,0.07327853,0.09891888,1.778279,41.026849999999996,0.008327468,0.008263118,4471.546,4603.832,34.136849999999995,34.105199999999996,299.0,316.0,-0.01102769,0.01192503,-0.003446434,0.01129795,0.01203284,0.01133528,0.01331049,0.01134994,47,4,1.0,4.0,,2.0,0.3518656,0.03381309,-0.3909954,0.03485052,6.305261e-05,0.03443694,0.03951631,0.03306538,0.06501253,0.03310937,0.009845659,0.03148602,-0.06771094,0.02920063,-0.06404611,0.02920245,3.179999,18.098668960963227,18.09939874527206,18.09939874527206,7.837289346649885,0.0052696533501148226,0.008269155463310085,18.09112958980875,18.107667900735372,5.5,1.531407156804393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.837289346649885,18.09939874527206,0.0,422.9556103455796,10.76225760215138,10.728872408765422,10.76225760215138,9.899494936611665,5.444722215136417,1.527544714522392,7.842059,19.396924736485204,4471.3965,12.506892043666392,0.008327530937191076,0.00826414513611008
20.0,3.593034,0.02210224,0.2209849,0.1466097,0.02,,3.179999,,501.0,,501.0,,-0.2011198,0.01313821,0.06532532,2.114743,41.87435,0.006699023,0.006658842,8613.806,8732.205,33.42501,33.41019,1103.0,1136.0,-0.01670255,0.007639151,0.005063506,0.007412114,0.000295239,0.007399808,0.006650691,0.007429859,44,7,1.0,4.0,,2.271957,0.08921209,0.02168594,-0.1073979,0.02253666,0.02555963,0.022324,-0.009612732,0.02084115,0.02216022,0.02144699,0.006048218,0.0210042,-0.01367168,0.02081281,-0.02159195,0.02086165,3.179999,18.94616013035542,18.94775367307299,18.94775367307299,3.587764346649885,0.0052696533501148226,0.006668104498576355,18.941085568574415,18.954421777571568,11.0,1.8211602868378718,3318.627670238514,3313.760469588519,0.0,0.0,1.0,0.0,0.0,3.587764346649885,18.94775367307299,3313.760469588519,422.9556103455796,10.76225760215138,10.728872408765422,10.76225760215138,19.79898987322333,10.889444430272833,1.8165670429948289,3.5925339999999997,20.244497782450235,8613.254500000001,11.795081800712417,0.006700374995107316,0.006659278636152623
30.0,2.043991,0.009895745,0.2160569,0.06997348,0.02,,3.179999,,501.0,,501.0,,-0.09676317,0.0053118,0.05489485,2.340347,42.4868,0.005269327,0.005243747,12450.42,12553.39,33.02504,33.0161,2528.0,2579.0,-0.001318499,0.004582323,-0.0109026,0.004799728,-0.001168339,0.00474602,0.002156219,0.004591792,50,8,1.0,4.0,,9.533871,0.02873135,0.007645862,-0.07050633,0.006746324,0.007193947,0.006932655,0.003289233,0.00718658,-0.002492077,0.006756487,0.01046247,0.007022686,-0.01009313,0.006860652,0.001497447,0.006636106,3.179999,19.55861599946392,19.561418771797708,19.561418771797708,2.0387213466498855,0.0052696533501148226,0.005257303633879218,19.55616146816383,19.566676075431587,16.5,2.0154451623197245,6465.107353944305,6452.128152210984,0.0,0.0,1.0,0.0,0.0,2.0387213466498855,19.561418771797708,6452.128152210984,422.9556103455796,10.76225760215138,10.728872408765422,10.76225760215138,29.698484809834998,16.33416664540925,2.010361902405854,2.043491,20.857068176700082,12449.156,11.395150227237384,0.005270523626923562,0.005245062305189872
40.0,1.246879,0.004470468,0.1493587,0.03948211,0.02,,3.179999,,501.0,,501.0,,-0.04834798,0.002666297,0.05514806,2.514867,43.02344,0.003899617,0.00388585,15606.77,15742.87,32.77972,32.77029,4525.0,4635.0,0.005079977,0.003271978,0.001774215,0.003249023,-0.006872338,0.00318255,0.0009710137,0.003148344,78,0,1.0,4.0,,14.31068,0.01912039,0.004902763,-0.0253724,0.004835436,0.004928819,0.004733914,0.008897516,0.004715399,-0.0001644129,0.004733419,0.0003846035,0.004715396,-4.962172e-05,0.004733401,3.450541e-05,0.004715404,3.179999,20.095252670996185,20.09985101439504,20.09985101439504,1.2416093466498852,0.0052696533501148226,0.003902219184080735,20.09594879521096,20.10375323357912,22.0,2.1657367706679937,9152.29688567666,9127.960882426683,0.0,0.0,1.0,0.0,0.0,1.2416093466498852,20.09985101439504,9127.960882426683,422.9556103455796,10.76225760215138,10.728872408765422,10.76225760215138,39.59797974644666,21.778888860545667,2.1602744524089044,1.2463790000000001,21.393874692385115,15604.5075,11.149874834303354,0.00390128079628374,0.0038873128405994143
50.0,0.8376305,0.003364886,0.1331988,0.03209897,0.02,,3.179999,,501.0,,501.0,,-0.02799672,0.00167485,0.05982307,2.659148,43.45537,0.004369712,0.004353398,18343.57,18480.47,32.60429,32.59622,7175.0,7339.0,-0.002382672,0.003441514,-0.003309592,0.003388053,-0.005909957,0.003344407,-0.004678556,0.003318379,91,6,1.0,4.0,,17.21941,0.01568301,0.004109859,-0.01089331,0.004265426,-0.003154924,0.004141757,-0.003193083,0.004173572,0.002251268,0.004181889,-0.0003362523,0.004113422,-0.00159839,0.004155908,-0.0002768444,0.004132024,3.179999,20.527182240990836,20.534034339272843,20.534034339272843,0.8323608466498851,0.0052696533501148226,0.0043803284023873346,20.529654010870455,20.53841466767523,27.500000000000004,2.2899878254809036,11473.274439523122,11434.336834323158,0.0,0.0,1.0,0.0,0.0,0.8323608466498851,20.534034339272843,11434.336834323158,422.9556103455796,10.76225760215138,10.728872408765422,10.76225760215138,49.49747468305833,27.223611075682083,2.284212127121976,0.8371305,21.82601708676087,18339.9825,10.974502707673317,0.004372963062412375,0.004355420937134118
60.0,0.5858986,0.002439471,0.1220417,0.02638691,0.02,,3.179999,,501.0,,501.0,,-0.01453244,0.001204513,0.0828844,2.783158,43.84344,0.004529658,0.004511727,20661.53,20794.36,32.47509,32.46814,10498.0,10720.0,0.003708539,0.003908593,-0.008816849,0.003949829,-0.0002397431,0.003855211,0.00601511,0.003872706,117,0,1.0,4.0,,21.39141,0.009541661,0.003223349,-0.00501323,0.003178984,0.006681923,0.003139548,-0.002072092,0.003127261,-9.193642e-05,0.003139367,6.774452e-05,0.003127403,-6.364114e-05,0.003139348,7.566045e-05,0.003127394,3.179999,20.91525729680727,20.92506673913794,20.92506673913794,0.5806289466498852,0.0052696533501148226,0.004552087073886213,20.920514652064053,20.929618826211826,33.0,2.39678172692843,13457.500246557333,13400.716238974052,0.0,0.0,1.0,0.0,0.0,0.5806289466498852,20.92506673913794,13400.716238974052,422.9556103455796,10.76225760215138,10.728872408765422,10.76225760215138,59.396969619669996,32.6683332908185,2.3907366780714474,0.5853986000000001,22.214370801326293,20656.281,10.845369667661297,0.0045339295805403405,0.004515075035764558
70.0,0.432415,0.002226914,0.1302111,0.02499705,0.02,,3.179999,,501.0,,501.0,,-0.01104675,0.0009380155,0.08491325,2.892508,44.173249999999996,0.005606242,0.005576848,22690.07,22815.63,32.37341,32.367419999999996,14506.0,14804.0,-0.001195362,0.004087835,0.004824993,0.004096191,0.00296662,0.00407494,-0.003261678,0.004065701,126,0,1.0,4.0,,27.13431,0.009988559,0.003011243,0.001224968,0.003003209,0.009692514,0.002867976,0.003099029,0.002860317,-1.809219e-07,0.00286798,-1.132076e-05,0.002860313,-7.01907e-07,0.002867985,-2.432227e-05,0.002860306,3.179999,21.245061570621885,21.258374248742527,21.258374248742527,0.4271453466498852,0.0052696533501148226,0.005645760419039192,21.252728488323488,21.264020009161566,38.5,2.4909509876742715,15188.19330358012,15110.318093180193,0.0,0.0,1.0,0.0,0.0,0.4271453466498852,21.258374248742527,15110.318093180193,422.9556103455796,10.76225760215138,10.728872408765422,10.76225760215138,69.29646455628166,38.11305550595492,2.484668429587458,0.431915,22.544504282633582,22682.817,10.743757527491884,0.005612437044191769,0.005583574114610309
80.0,0.320315,0.001653115,0.1048545,0.01803335,0.02,,3.179999,,501.0,,501.0,,-0.00778814,0.0006720421,0.08629044,2.990698,44.49906,0.005617269,0.005589522,24348.14,24468.69,32.29683,32.29147,18939.0,19321.0,-0.004072101,0.003722682,0.008796458,0.003721007,-0.0006626791,0.003757161,0.001850762,0.003587292,119,7,1.0,4.0,,33.80812,0.007161476,0.002104481,-0.004772706,0.00216885,0.00201482,0.002098026,0.003893598,0.002104176,0.0001436735,0.00211729,0.0003094867,0.002081129,2.979536e-05,0.002148987,8.176602e-05,0.00205003,3.179999,21.570870255785948,21.58888077424787,21.58888077424787,0.3150453466498852,0.0052696533501148226,0.005682211299035345,21.583198562948834,21.594562985546904,44.0,2.5755095769013945,16667.453202307002,16565.241988657097,0.0,0.0,1.0,0.0,0.0,0.3150453466498852,21.58888077424787,16565.241988657097,422.9556103455796,10.76225760215138,10.728872408765422,10.76225760215138,79.19595949289332,43.557777721091334,2.5690137491632763,0.319815,22.87075292695557,24338.6705,10.667257871990797,0.005626695466090314,0.0055976860760973395
90.0,0.2420885,0.001679325,0.121288,0.01847257,0.02,,3.179999,,501.0,,501.0,,-0.005121198,0.0006463487,0.1262105,3.08007,44.80306,0.007558656,0.00750476,25735.55,25858.45,32.23667,32.23149,23899.0,24402.0,0.007315184,0.005275132,0.002985708,0.005121354,0.002209693,0.005214234,0.005247242,0.005082101,121,5,1.0,4.0,,43.11031,0.01045021,0.002046136,-0.005848583,0.002108017,0.00815384,0.001925364,-0.0008352831,0.001940504,0.0002634862,0.001948831,0.0001736126,0.001916472,0.000198454,0.001963957,4.661159e-05,0.001900587,3.179999,21.874878048682717,21.89877279323984,21.89877279323984,0.2368188466498852,0.0052696533501148226,0.007671980881809759,21.89110081235803,21.90644477412165,49.50000000000001,2.6524750026598074,17934.518595202546,17804.726577869333,0.0,0.0,1.0,0.0,0.0,0.2368188466498852,21.89877279323984,17804.726577869333,422.9556103455796,10.76225760215138,10.728872408765422,10.76225760215138,89.095454429505,49.00249993622775,2.645785056386079,0.2415885,23.175309356681595,25723.6005,10.607170609602429,0.007573500100823076,0.007521037259888574
